ZIPCODE,CITY,STATE
10970-2148,WASHINGTON,DC
11000-1304,DENVER,CO
11000-2418,EDMONTON,AB
10970-2149,DURHAM,NC
10970-2150,DURHAM,NC
10960-8398,PARK RIDGE,IL
11000-0083,BLOMINGTON,MN
10970-2151,BUFFALO,NY
10970-2152,ITTA BENA,MS
10980-7651,BUFFALO,NY
10970-9757,MIAMI,FL
10980-7652,GALVESTON,TX
10980-7653,NEWBERRY,SC
10970-2153,ST. LOUIS,MO
10970-2154,ST. LOUIS,MO
10970-2155,ST. LOUIS,MO
10970-2156,ANN ARBOR,MI
10980-7654,TUCSON,AZ
10960-8399,SYRACUSE,NY
10960-8400,CHICAGO,IL
10970-2157,NORFOLK,VA
10970-2158,CHARLESTON,SC
10970-2159,CHEVY CHASE,MD
10970-9759,WINNIPEG,MB
11000-2419,WINNIPEG,MB
10970-2160,ROOTSTOWN,OH
11000-2420,PONCE,PR
10960-8401,EAST LANSING,MI
10970-2161,CHICAGO,IL
10970-2162,CHICAGO,IL
10980-7655,EAST LANSING,MI
10970-2163,ALBUQUERQUE,NM
10970-2164,EL DORADO HILLS,CA
10970-2165,EL DORADO HILLS,CA
10980-7656,COLUMBUS,OH
10980-7657,MT. VIEW,CA
10970-2166,EVANSTON,IL
10980-7658,KANSAS CITY,MO
10980-7659,NORFOLK,VA
10980-7660,ERIE,PA
10960-8402,COLUMBUS,OH
11000-0084,CHICAGO,IL
10960-8403,CHARLESTON,SC
10970-2167,MINNEAPOLIS,MN
10980-7661,ROCHESTER,MN
10960-8404,FORT WORTH,TX
10980-7662,BIRMINGHAM,AL
10980-7663,WASHINGTON,DC
10970-2168,NEWPORT BEACH,CA
10980-7664,CHICAGO,IL
10970-2169,NASHVILLE,TN
10980-7665,ROCHESTER,MN
11000-0085,TORONTO,ON
10970-2170,WASHINGTON,DC
10970-2171,FORT WORTH,TX
10970-2172,OAKBROOK TERRAC,IL
10970-9760,PHOENIX,AZ
10970-2173,PHILADELPHIA,PA
10960-8405,CHICAGO,IL
10970-2174,CHAPEL HILL,NC
10980-7667,HALIFAX,NS
10980-7668,PHILADELPHIA,PA
10960-8406,ST. GEORGE GREN,FR
10970-2175,PAWTUCKET,RI
11000-1305,GREENVILLE,NC
10970-2176,CHEVY CHASE,MD
11000-1306,WORCESTER,MA
10970-2177,WESTMOUNT,PQ
10970-2178,WINSTON-SALEM,NC
10960-8407,ALBUQUERQUE,NM
10970-9761,WASHINGTON,DC
10980-7669,WASHINGTON,DC
10980-7670,COLUMBIA,MO
10960-8408,CHEVY CHASE,MD
10980-7671,SALT LAKE CITY,UT
11000-0086,DALLAS,TX
10980-7672,AUGUSTA,GA
11000-2421,DALLAS,TX
10980-7673,PITTSBURGH,PA
10970-2179,ANN ARBOR,MI
11000-2422,NEW YORK,NY
10960-8409,ST. JOHN'S,NF
10980-7674,BROOKLYN,NY
10970-2180,SAN JUAN,PR
10960-8410,HAMILTON,ON
10970-2181,HALIFAX,NS
10970-2182,DURHAM,NC
10960-8411,SASKATOON,SK
10960-8412,HOUSTON,TX
10970-9762,GRAND FORKS,ND
10970-2183,ALBUQUERQUE,NM
10970-2184,PITTSBURG,PA
10960-8413,SEATTLE,WA
10970-2185,TEANECK,NJ
10970-9763,HOUSTON,TX
10960-8414,NAPLES,FL
10960-8415,PHILADELPHIA,PA
10960-8416,PHILADELPHIA,PA
11000-1307,PHOENIX,AZ
11000-1308,TULSA,OK
10970-2186,SANDY,UT
10960-8417,CALGARY,AB
10960-8418,ST. LOUIS,MO
10990-9796,CHICAGO,IL
11000-0087,CHICAGO,IL
10970-2187,D-53127 BONN,FR
10970-2188,PROVIDENCE,RI
10970-2189,LEBANON,NH
10960-8419,AKRON,OH
10960-8420,DENVER,CO
10970-2190,CALGARY,AB
10970-2191,PHILADELPHIA,PA
10970-2192,HONOLULU,HI
10970-2193,OTTAWA,ON
10960-8421,ATLANTA,GA
10960-8422,CHICAGO,IL
10980-7675,WASHINGTON,DC
10980-7676,WASHINGTON,DC
10960-8423,WILMINGTON,NC
10980-7677,NEW YORK,NY
10980-7678,WASHINGTON,DC
10980-7679,WASHINGTON,DC
10980-7680,WASHINGTON,DC
10970-2194,WASHINGTON,DC
10980-7681,WASHINGTON,DC
10980-7682,WASHINGTON,DC
10980-7683,WASHINGTON,DC
10980-7684,WASHINGTON,DC
10980-7685,WASHINGTON,DC
10970-2195,RICHMOND,VA
10980-7686,BALTIMORE,MD
10970-2196,WASHINGTON,DC
10980-7687,WASHINGTON,DC
10980-7688,WASHINGTON,DC
10980-7689,WASHINGTON,DC
10980-7690,WASHINGTON,DC
10980-7691,WASHINGTON,DC
10980-7692,WASHINGTON,DC
10980-7693,WASHINGTON,DC
10980-7694,TUCSON,AZ
10980-7695,LOS ANGELES,CA
11000-4450,NEW HAVEN,CT
10970-2197,RICHMOND,VA
10960-8424,SILVER SPRING,MD
10980-7696,CHARLESTON,SC
10970-2198,WARREN,MI
10960-8425,BALTIMORE,MD
10970-2199,NEWARK,NJ
10980-7697,BERWYN,IL
10980-7698,LINCOLNWOOD,IL
11000-1309,KIRKSVILLE,MO
10970-2200,HAMILTON,ON
10980-7699,WINNIPEG,MB
10970-2201,MIAMI,FL
10960-8426,FALLS CHURCH,VA
10980-7700,NEW YORK,NY
11000-0088,INDIANAPOLIS,IN
10960-8427,SHREVEPORT,LA
10980-7701,CHICAGO,IL
10970-2202,MINNEAPOLIS,MN
10980-7702,MILWAUKEE,WI
10970-2203,CLEVELAND,OH
10960-8428,HAMILTON,ON
10970-2204,DENVER,CO
10980-7703,WASHINGTON,DC
10980-7704,HONOLULU,HI
10980-7705,NORTH CHICAGO,IL
10970-2205,PITTSBURGH,PA
10980-7706,BRONX,NY
10980-7707,NEW HAVEN,CT
10980-7708,ANN ARBOR,MI
10980-7709,PROVIDENCE,RI
10980-7710,NEW YORK,NY
10970-2206,SAN FRANCISCO,CA
11000-1310,CHARLOTTESVILLE,VA
10980-7711,CHARLOTTESVILLE,VA
10970-2207,CHARLOTTESVILLE,VA
11000-1311,ALBUQUERQUE,NM
10980-7712,NEW YORK,NY
10980-7713,COLUMBIA,MO
10980-7714,ST. LOUIS,MO
11000-1312,ST. VINCENT,FR
10970-2208,PHILADELPHIA,PA
10960-8429,EAST LANSING,MI
10980-7715,GAINESVILLE,FL
11000-2423,SASKATOON,SK
10980-7716,LYME,NH
10960-8430,SAGINAW,MI
10980-7717,RENO,NV
10980-7718,HALIFAX,NS
10980-7719,ALBUQUERQUE,NM
10980-7720,LAS VEGAS,NV
10980-7721,SYRACUSE,NY
10980-7722,HAMILTON,ON
11000-2424,WARNER,OK
10970-2209,MADISON,WI
10980-7723,RICHMOND,VA
10980-7724,PHILADELPHIA,PA
10970-2210,OMAHA,NE
11000-4451,CHICAGO,IL
10980-7725,SAN JOSE,CA
10980-7726,PHILADELPHIA,PA
10980-7727,PALO ALTO,CA
10980-7728,ROYAL OAK,MI
10980-7729,PHILADELPHIA,PA
10980-7730,SAN JUAN,PR
10980-7731,CHARLESTON,SC
10980-7732,PROVIDENCE,RI
10980-7733,KETTERING,OH
10980-7734,PARIS,TN
10980-7735,SOUTHFIELD,MI
10980-7736,ST. LOUIS,MO
10980-7737,NEW CASTLE,DE
10980-7738,COLUMBUS,OH
10960-8431,KALAMAZOO,MI
10980-7739,KANSAS CITY,MO
10980-7740,JACKSON,MS
10980-7741,BURLINGTON,VT
10980-7742,NORFOLK,VA
10980-7743,LUBBOCK,TX
10980-7744,MORGANTOWN,WV
10980-7745,MINNEAPOLIS,MN
10980-7746,VERMILLION,SD
10970-9764,MINNEAPOLIS,MN
10980-7747,SAN FRANCISCO,CA
10980-7748,COLUMBIA,SC
10980-7749,SPRINGFIELD,MA
10980-7750,ELMHURST,NY
10980-7751,MORRISTOWN,NJ
10980-7752,NORWALK,CT
10980-7753,MURFREESBORO,TN
10980-7754,CLEVELAND,OH
10980-7755,CLEVELAND,OH
10980-7756,JACKSONVILLE,FL
10980-7757,PITTSBURGH,PA
10980-7758,SILVER SPRING,MD
10980-7759,BROOKLYN,NY
10980-7760,PITTSBURGH,PA
10980-7761,BUFFALO,NY
10980-7762,PROVIDENCE,RI
10980-7763,PROVIDENCE,RI
10960-8432,WASHINGTON,DC
10970-2211,WASHINGTON,DC
10970-2212,WASHINGTON,DC
10980-7764,SEATTLE,WA
10980-7765,BRONX,NY
10980-7766,ERIE,PA
10980-7767,DANVILLE,PA
10980-7768,GRAND RAPIDS,MI
10980-7769,EVANSTON,IL
10980-7770,CHICAGO,IL
10980-7771,YORK,PA
10960-8433,TEMPE,AZ
10980-7772,STONY BROOK,NY
10960-8434,MONTREAL,PQ
11000-0089,PHILADELPHIA,PA
10980-7773,PHILADELPHIA,PA
10980-7774,FARMINGTON,CT
10980-7775,LONG BRANCH,NJ
10980-7776,BIRMINGHAM,AL
10980-7777,PARK RIDGE,IL
10980-7778,LEXINGTON,KY
10960-8435,SILVER SPRING,MD
10970-2213,CHARLOTTESVILLE,VA
10960-8436,PHILADELPHIA,PA
10970-2214,ANN ARBOR,MI
10970-2215,PITTSBURGH,PA
10960-8437,CHARLESTON,SC
10980-7779,SEATTLE,WA
10970-2216,ATLANTA,GA
10980-7780,ROCKVILLE,MD
10970-2217,ALEXANDRIA,VA
11000-0090,BINGHAMTON,NY
10970-2218,MONTREAL,PQ
11000-2425,MONTREAL,PQ
10960-8438,WINSTON-SALEM,NC
11000-0091,TUCSON,AZ
10970-2219,NEW YORK,NY
10980-7781,SACRAMENTO,CA
10960-8439,EVANSTON,IL
10970-2220,PITTSBURG,PA
10970-2221,WATERTOWN,MA
10970-2222,BROOKLYN,NY
10970-2223,SAN ANTONIO,TX
10970-2224,NEWARK,NJ
10960-8440,BUFFALO,NY
10960-8441,PONCE,PR
10970-2225,NEW ORLEANS,LA
10960-8442,RIO PIEDRAS,PR
10970-2226,SAN ANTONIO,TX
10970-2227,CHICAGO,IL
10970-2228,NORFOLK,VA
10970-2229,MINNEAPOLIS,MN
10970-2230,MINNEAPOLIS,MN
10970-2231,PHILADELPHIA,PA
10970-2232,BALTIMORE,MD
10970-2233,WATERTOWN,MA
10960-8443,BALTIMORE,MD
10970-2234,ROCHESTER,MN
10970-2235,CHAPEL HILL,NC
11000-1313,CHAPEL HILL,NC
10970-2236,MONTREAL,PQ
11000-1314,BALTIMORE,MD
11000-0092,CAMBRIDGE,MA
10960-8444,CAMBRIDGE,MA
10960-8445,WASHINGTON,DC
10980-7782,WASHINGTON,DC
10980-7783,WASHINGTON,DC
10980-7784,WASHINGTON,DC
10980-7785,WASHINGTON,DC
10980-7786,WASHINGTON,DC
11000-4452,WASHINGTON,DC
10980-7787,ATHENS,OH
10960-8446,PITTSBURG,PA
10970-2237,KINGSTON,ON
10980-7788,WASHINGTON,DC
11000-2426,KINGSTON,ON
11000-2427,LONDON,ON
10980-7789,EAST LANSING,MI
10980-7790,OMAHA,NE
10970-2238,DETROIT,MI
10980-7791,BROOKLYN,NY
11000-0093,WASHINGTON,DC
10970-2239,CHARLESTON,SC
11000-4453,BOSTON,MA
10970-2240,LITTLE ROCK,AR
10970-2241,SPENCER,SD
10970-2242,VERMILLION,SD
11000-4454,COLUMBIA,MO
10970-2243,SARATOGA SPRING,NY
10970-2244,BALTIMORE,MD
10970-2245,GUADALAJAVA,PR
10970-2246,GUADALAJAVA,PR
10960-8447,WASHINGTON,DC
10980-7792,COLUMBIA,MO
10980-7793,WASHINGTON,DC
10980-7794,SAN DIEGO,CA
10980-7795,AMHERST,NY
10980-7796,LUBBOCK,TX
10980-7797,SASKATOON,SK
10980-7798,QUEBEC CITY,PQ
10970-2247,PHILA,PA
10980-7799,STANFORD,CA
10980-7800,SAN FRANCISCO,CA
10980-7801,STAMFORD,CT
10980-7802,CLEVELAND,OH
10960-8448,DETROIT,MI
10980-7803,ST. LOUIS,MO
10970-2248,PITTSBURGH,PA
10980-7804,NEW YORK,NY
10960-8449,PRINCETON,NJ
10980-7805,ANN ARBOR,MI
10970-2249,BINGHAMTON,NY
10970-2250,MIAMI,FL
10980-7806,WORCESTER,MA
10970-2251,GALVESTON,TX
10970-2252,PHILADELPHIA,PA
10970-2253,BOSTON,MA
10970-2254,ALBUQUERQUE,NM
11000-4455,HUNTINGTON,WV
10960-8450,CHARLESTON,SC
10980-7807,JACKSON,MS
10970-2255,HOUSTON,TX
10980-7808,TUCSON,AZ
10970-2256,HOUSTON,TX
10970-2257,BOSTON,MA
10970-2258,BOSTON,MA
10980-7809,COLUMBUS,OH
10970-2259,BAY SHORE,NY
10970-2260,CHICAGO,IL
11000-1315,NEW YORK,NY
10970-2261,WASHINGTON,DC
10970-2262,BRONX,NY
10970-2263,SYVANIA,OH
10970-2264,BOWLING GREEN,OH
10960-8451,FORT WORTH,TX
10960-8452,ROCKVILLE,MD
10960-8453,WASHINGTON,DC
10970-2265,GREENVILLE,NC
10980-7810,PITTSBURGH,PA
10960-8454,ROCKVILLE,MD
10960-8455,WASHINGTON,DC
10970-2266,HAMILTON,ON
11000-0094,LOS ANGELES,CA
10970-2267,INDIANAPOLIS,IN
10970-9765,ALEXANDRIA,VA
10970-2268,WILLIAMSVILLE,NY
10960-8456,BOSTON,MA
10970-2269,DALLAS,TX
11000-1316,DENVER,CO
10970-2270,WASHINGTON,DC
10970-9766,MONTREAL,PQ
10960-8457,CLEVELAND,OH
10980-7811,DETROIT,MI
10970-2271,ROCKVILLE,MD
10970-2272,KANSAS CITY,MO
10960-8458,NEW CASTLE,DE
10970-2273,WACO,TX
10970-9767,RENO,NV
10980-7812,GRAND FORKS,ND
10980-7813,KENTWOOD,MI
10980-7814,ROCHESTER,NY
11000-1317,WASHINGTON,DC
11000-4456,PONCE,PR
11000-4457,BUFFALO,NY
10970-2274,PHILADELPHIA,PA
11000-0095,MONTREAL,PQ
10970-2275,JOHNSON CITY,TN
10960-8459,WASHINGTON,DC
11000-0096,BOSTON,MA
10970-9768,TEL AVIV,FR
10970-2276,PHILADELPHIA,PA
10980-7815,CLEVELAND HEIGH,OH
10970-2277,CLEVELAND HEIGH,OH
10970-2278,NORTH SALT LAKE,UT
10970-2279,RIO PIEDRAS,PR
10970-2280,EDMONTON,AB
11000-1318,EDMONTON,AB
11000-1319,NORFOLK,VA
10960-8460,COLUMBIA,MO
11000-1320,WASHINGTON,DC
11000-0097,WASHINGTON,DC
11000-0098,NEW ORLEANS,LA
11000-1321,WASHINGTON,DC
10970-2281,CLEVELAND,OH
10980-7816,ROYAL OAK,MI
10980-7817,STONY BROOK,NY
10970-2282,BETHESDA,MD
10970-2283,MACON,MO
10980-7818,WACO,TX
10970-9769,VALHALLA,NY
10980-7819,YORK,PA
11000-1322,WINSTON-SALEM,NC
10970-2284,WINSTON-SALEM,NC
10980-7820,STAMFORD,CT
10970-2285,TULSA,OK
10980-7821,BROOKLYN,NY
11000-2428,ST. LOUIS,MO
10980-7822,SAN FRANCISCO,CA
10980-7823,CHICAGO,IL
11000-4458,CHICAGO,IL
10980-7824,CHICAGO,IL
10980-7825,ROCKVILLE,MD
10970-2286,SAN DIEGO,CA
10980-7826,FARMINGTON,CT
10980-7827,VALHALLA,NY
10980-7828,VALHALLA,NY
10980-7829,COLLEGE STATION,TX
10980-7830,COLLEGE STATION,TX
10980-7831,ROCHESTER,NY
10980-7832,RICHMOND,VA
11000-4459,BALTIMORE,MD
10970-2287,CLEVELAND,OH
10970-2288,SYRACUSE,NY
11000-0099,GUADALAJARA JAL,FR
10970-2289,SYRACUSE,NY
10970-2290,IZTAPALAPA,PR
10970-2291,TUSCALOOSA,AL
10970-2292,ATLANTA,GA
10960-8461,BALTIMORE,MD
10970-2293,NEW YORK,NY
10970-2294,OMAHA,NE
10980-7833,TUCSON,AZ
10970-2295,OMAHA,NE
10970-2296,BROOKLYN,NY
10960-8462,ABINGTON,PA
10970-9770,COOPERSTOWN,NY
10980-7834,COLUMBUS,OH
10960-8463,PHILADELPHIA,PA
10980-7835,LITTLE ROCK,AR
10970-9771,CHICAGO,IL
10970-9772,CHICAGO,IL
10970-2297,LITTLE ROCK,AR
10970-2298,FORT WORTH,TX
10970-2299,ST. LOIUS,MO
10970-9773,FORT WORTH,TX
10980-7836,WACO,TX
10980-7837,WACO,TX
10980-7838,SALT LAKE CITY,UT
10980-7839,BOSTON,MA
10970-2300,MIAMI,FL
10970-2301,LOS ANGELES,CA
10970-2302,PITTSBURG,PA
10970-2303,SAN ANTONIO,TX
10970-2304,BAYAMON,PR
10970-2305,HUNTSVILLE,AL
10970-2306,MARIETTA,GA
10970-2307,MARIETTA,GA
10970-2308,MARIETTA,GA
10970-2309,VALHALLA,NY
10980-7840,HAMILTON,ON
10970-2310,EVANSTON,IL
10980-7841,DANBURY,CT
10980-7842,AMES,IA
10980-7843,ATLANTA,GA
10970-9774,EAST ORANGE,NJ
10980-7844,NORTH CHICAGO,IL
10980-7845,CHICAGO,IL
11000-2429,WILMINGTON,DE
11000-2430,CHICAGO,IL
10970-9775,ROOTSTOWN,OH
10970-9776,VILLE MONT-ROYA,PQ
10960-8465,SACRAMENTO,CA
10970-2311,WASHINGTON,DC
10970-2312,PHILADELPHIA,PA
10970-2313,CHICAGO,IL
10970-2314,SEATTLE,WA
10970-2315,CHICAGO,IL
10970-2316,IRVINE,CA
10960-8467,NEW YORK,NY
10960-8468,MILWAUKEE,WI
10970-2317,WINSTON-SALEM,NC
10960-8469,CHICAGO,IL
10970-2318,SEATTLE,WA
10970-2319,ROCKVILLE,MD
10970-2320,STANFORD,CA
10970-2321,CHAPEL HILL,NC
10970-2322,WASHINGTON,DC
10970-9777,BOSTON,MA
10960-8470,PHOENIXVILLE,PA
10970-2323,NORFOLK,VA
10970-2324,NORFOLK,VA
11000-2431,EDMONTON,AB
10980-7846,NEW YORK,NY
10960-8471,SEOUL,FR
10970-2325,OKLAHOMA CITY,OK
11000-4460,LOMA LINDA,CA
10980-7847,PITTSBURGH,PA
10980-7848,BOULDER,CO
10970-2326,NEW YORK,NY
10960-8472,ST.LOUIS PARK,MN
10970-2327,CHAPEL HILL,NC
10970-2328,CHICAGO,IL
11000-1323,MORGANTOWN,WV
10970-2329,NEW HAVEN,CT
10970-2330,HAMILTON,ON
10960-8473,WASHINGTON,DC
10970-2331,NEW HAVEN,CT
10980-7849,BOSTON,MA
10980-7850,SEAL BEACH,CA
10960-8474,HERSHEY,PA
11000-0101,SEOUL,FR
10970-2332,LITTLE ROCK,AR
10970-2333,WEST HAVEN,CT
10970-2334,COLUMBUS,OH
10980-7851,MINNEAPOLIS,MN
10960-8475,JERSEY CITY,NJ
10970-2335,MONTREAL,PQ
10970-2336,PHILADELPHIA,PA
10970-2337,PHILADELPHIA,PA
10970-2338,BOSTON,MA
10960-8476,PHILADELPHIA,PA
10970-9778,MONTREAL,PQ
10970-2339,OMAHA,NE
10980-7852,BALTIMORE,MD
10980-7853,BALTIMORE,MD
10960-8477,BOSTON,MA
10970-2340,CHICAGO,IL
10970-2342,NEW YORK,NY
10970-2343,LOS ANGELES,CA
10960-8478,CHICAGO,IL
10980-7854,LOS ANGELES,CA
10980-7855,NEWARK,NJ
11000-4461,SAN FRANCISCO,CA
11000-2432,FRESNO,CA
10960-8479,WASHINGTON,DC
10970-9779,CAMBRIDGE,MD
10980-7856,BRONX,NY
10980-7857,VANCOUVER,BC
10980-7858,ALBUQUERQUE,NM
11000-1324,DALLAS,TX
10960-8480,BALTIMORE,MD
10960-8481,RICHMOND,VA
10970-2344,OAKLAND,CA
11000-0102,SAN JUAN,PR
11000-2433,PHILADELPHIA,PA
10980-7859,DENVER,CO
10970-2345,SYRACUSE,NY
10970-2346,PONCE,PR
10970-2347,NEW YORK,NY
10960-8482,WASHINGTON,DC
10960-8483,ANN ARBOR,MI
10970-2348,PROVIDENCE,RI
10960-8484,NEWARK,NJ
11000-0103,BALTIMORE,MD
10980-7860,ST. LOUIS,MO
10960-8485,NEWARK,NJ
10960-8486,DURHAM,NC
10970-2349,WORCESTER,MA
10970-2350,GRENADA,FR
10970-2351,LOUISVILLE,KY
10960-8487,OAKLAND,CA
10970-2352,OAKLAND,CA
10970-2353,DECATUR,GA
10970-2354,TORONTO,ON
10970-2355,LEBANON,NY
10970-2356,DECATUR,GA
10960-8488,GALVESTON,TX
11000-0104,WASHINGTON,DC
10970-2357,TEMPLE,TX
10970-2358,PITTSBURGH,PA
10980-7861,PHILADELPHIA,PA
10970-2359,BOSTON,MA
10970-2360,PHILADELPHIA,PA
10970-2361,ROCHESTER,MN
10970-2362,ST LOUIS,MO
10970-2363,ROCHESTER,MN
10960-8489,CHICAGO,IL
10970-2364,ARLINGTON,VA
10970-2365,INDIANAPOLIS,IN
10980-7862,BUFFALO,NY
11000-4462,BIRMINGHAM,AL
10980-7863,ALBANY,NY
10980-7864,MIAMI,FL
10980-7865,POMONA,CA
10980-7866,BOSTON,MA
10980-7867,DES MOINES,IA
10980-7868,GREENVILLE,NC
10980-7869,MINNEAPOLIS,MN
10980-7870,BOSTON,MA
10980-7871,KALAMAZOO,MI
10970-2366,PROVIDENCE,RI
11000-2434,GRAND FORKS,ND
10980-7872,SHREVEPORT,LA
10970-2367,ROCKVILLE,MD
10960-8490,SOUTH ORANGE,NJ
11000-4463,DENVER,CO
10960-8491,WASHINGTON,DC
10970-2368,NEPTUNE,NJ
10970-2369,DURHAM,NC
10970-2370,SAN FRANCISCO,CA
10960-8492,PHILADELPHIA,PA
10960-8493,ATLANTA,GA
10970-2371,TORONTO,ON
10970-2372,WASHINGTON,DC
10970-2373,SEATTLE,WA
10970-2374,WASHINGTON,DC
10970-2375,TUSCALOOSA,AL
10970-2376,ST PAUL,MN
11000-4464,ANN ARBOR,MI
10960-8494,MONTREAL,PQ
10970-2377,ALEXANDRIA,VA
10970-2378,BEMIDJI,MN
10970-2379,AUGUSTA,GA
10980-7873,BISMARCK,ND
10970-2380,DENVER,CO
10970-2381,TUBA CITY,AZ
10970-2382,BEMIDJI,MN
10980-7874,BURLINGTON,MA
10970-2383,ROCKVILLE,MD
10970-2384,ROCHESTER,MN
10970-2385,CROWDER,OK
10970-2386,ROCKVILLE,MD
10980-7875,BATON ROUGE,LA
10970-2387,MCLEAN,VA
10970-2388,ROCKVILLE,MD
11000-0105,FORT WORTH,TX
10970-2389,OKLAHOMA CITY,OK
10980-7876,JACKSONVILLE,FL
10970-2390,OKLAHOMA CITY,OK
10970-2391,PABLO,MT
10980-7877,PORTLAND,OR
11000-0106,WASHINGTON,DC
10970-2392,PONTIAC,MI
11000-0107,KANSAS CITY,MO
10980-7878,NEW HAVEN,CT
10970-2393,FORT LAUDERDALE,FL
11000-4465,BOSTON,MA
10980-7879,BOSTON,MA
10970-2394,DULUTH,MN
10970-2395,MINNEAPOLIS,MN
10980-7880,NASHVILLE,TN
10970-2396,SEATTLE,WA
11000-0108,DES MOINES,IA
10980-7881,DALLAS,TX
10980-7882,ANN ARBOR,MI
10980-7883,ANN ARBOR,MI
11000-4466,SEATTLE,WA
11000-1325,LOMA LINDA,CA
10980-7884,PORTSMOUTH,VA
10970-9780,WORCESTER,MA
10980-7885,CENTRALIA,WA
10980-7886,SAN FRANCISCO,CA
10970-2397,SAN FRANCISCO,CA
10980-7887,WASHINGTON,DC
10980-7888,BROOKLINE,MA
10980-7889,NASHVILLE,TN
10980-7890,JACKSON,MS
10980-7891,JACKSON,MS
10980-7892,COLUMBIA,SC
10980-7893,COLUMBIA,SC
10980-7894,BIRMINGHAM,AL
11000-2435,AKRON,OH
10980-7895,DETROIT,MI
10980-7896,BRYN MAWR,PA
10980-7897,SEATTLE,WA
10980-7898,SEATTLE,WA
10980-7899,WASHINGTON,DC
10980-7900,NEW HYDE PARK,NY
11000-1326,ROCKVILLE,MD
10980-7901,MERCER ISLAND,WA
10980-7902,MONTREAL,PQ
10980-7903,VANCOUVER,BC
10980-7904,NEW YORK,NY
10980-7905,N. CANTON,OH
10980-7906,BOSTON,MA
10970-9781,OKLAHOMA CITY,OK
11000-0109,ALTON,IL
10980-7907,BUFFALO,NY
10960-8495,DETROIT,MI
10980-7908,BURLINGTON,VT
10980-7909,BURLINGTON,VT
10970-2399,PORTLAND,OR
10970-2400,ROCKVILLE,MD
10980-7910,RICHMOND,VA
10980-7911,TAMPA,FL
10970-2401,FORT LAUDERDALE,FL
10980-7912,HOUSTON,TX
10970-2402,STRATFORD,NJ
10970-2403,NEWARK,NJ
10970-2404,BOSTON,MA
10970-2405,NEWARK,NJ
10970-2406,HOUSTON,TX
10960-8496,TALLAHASSEE,FL
10970-2407,DALLAS,TX
10970-2408,GREENVILLE,SC
11000-0110,ATLANTA,GA
10970-2409,CHARLESTON,SC
10970-2410,WORCESTER,MA
10980-7913,OAK BROOK,IL
11000-1327,WORCESTER,MA
10960-8497,WORCESTER,MA
10970-2411,PROVIDENCE,RI
10970-2412,NORFOLK,VA
10970-2413,ALBANY,NY
10980-7914,LITTLE ROCK,AR
10980-7915,HONOLULU,HI
10970-2414,BOSTON,MA
10980-7916,BRONX,NY
10980-7917,CHARLESTON,WV
10980-7918,AKRON,OH
10980-7919,AKRON,OH
10970-9782,BETHESDA,MD
10970-2415,BALTIMORE,MD
10980-7920,BALTIMORE,MD
10980-7921,NORTH YORK,ON
10980-7922,NEW ROCHELLE,NY
10970-2416,NEW ROCHELLE,NY
10980-7923,COLUMBUS,OH
11000-0111,MONTREAL,PQ
10970-2417,DETROIT,MI
10980-7924,DETROIT,MI
10980-7925,WORCESTER,MA
10980-7926,LOS ANGELES,CA
10970-2418,PENSACOLA,FL
11000-0112,ATLANTA,GA
10960-8498,CHARLOTTESVILLE,VA
10980-7927,HAMILTON,ON
10980-7928,BALTIMORE,MD
10980-7929,MILWAUKEE,WI
10980-7930,TOLEDO,OH
11000-4467,COLUMBUS,OH
10980-7931,MOBILE,AL
10980-7932,LONDON,ON
10980-7933,LONDON,ON
10970-2419,DENVER,CO
10980-7934,DENVER,CO
10980-7935,BROOKLYN,NY
10980-7936,EAST MEADOW,NY
10970-2420,WASHINGTON,DC
10960-8499,ATHENS,OH
10970-9783,GAINESVILLE,FL
10970-2421,OMAHA,NE
10970-9784,PHOENIX,AZ
10980-7937,BROOKLYN,NY
11000-4468,COLUMBUS,OH
11000-1328,COLUMBUS,OH
10980-7938,YOUNGSTOWN,OH
10970-9785,HERSHEY,PA
10980-7939,WASHINGTON,DC
10980-7940,LOS ANGELES,CA
10980-7941,EAST MEADOW,NY
10980-7942,DAYTON,OH
10970-9786,NEW ORLEANS,LA
10980-7943,PORTLAND,ME
10980-7944,NEW ORLEANS,LA
10980-7945,MINNEAPOLIS,MN
10980-7946,HOUSTON,TX
10970-9787,NORWICH,VT
10980-7947,BRYN MAWR,PA
10970-2422,NEW YORK,NY
11000-4469,CHICAGO,IL
10980-7948,NEW HYDE PARK,NY
10980-7949,NEW HYDE PARK,NY
10980-7950,LOMA LINDA,CA
11000-0113,CHICAGO,IL
10970-2423,BALTIMORE,MD
11000-2436,SUMMIT,NJ
11000-2437,CHICAGO,IL
11000-2438,ORLANDO,FL
10970-9788,EAST MEADOW,NY
11000-2439,EAST MEADOW,NY
10980-7951,HANOVER,NH
10980-7952,CHICAGO,IL
10980-7953,HANOVER,NH
10970-2424,KANSAS CITY,MO
10970-2425,PROVIDENCE,RI
11000-4470,LEXINGTON,KY
10980-7954,TULSA,OK
11000-4471,HAZARD,KY
11000-4472,LEXINGTON,KY
10980-7955,LEXINGTON,KY
10970-2426,EL PASO,TX
10970-2427,WASHINGTON,DC
11000-0114,PHILADELPHIA,PA
11000-1329,ROCHESTER,IL
10970-9789,STONY BROOK,NY
10980-7956,LEXINGTON,KY
11000-1330,DALLAS,TX
10980-7957,DALLAS,TX
10980-7958,DALLAS,TX
10980-7959,BOSTON,MA
