Federal Provider Number,Provider Name,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,RN Staffing Rating,Processing Date
15117,"OAK KNOLL HEALTH AND REHABILITATION, LLC",1,1,4,3,3,4/1/2016
475036,UNION HOUSE NURSING HOME,5,4,5,4,4,4/1/2016
515167,SHENANDOAH CENTER,3,2,2,4,4,4/1/2016
675386,WHISPERING PINES LODGE,1,1,4,1,2,4/1/2016
225492,SPRING VALLEY CENTER,2,2,4,3,3,4/1/2016
305095,"AURORA SENIOR LIVING OF DERRY, LLC",2,1,5,3,2,4/1/2016
145688,ALDEN PRINCETON REHAB & HCC,2,1,5,2,3,4/1/2016
675497,COURTYARD GARDENS,1,1,2,2,2,4/1/2016
315352,ALARIS HEALTH AT ST MARY'S,4,2,5,4,4,4/1/2016
205149,KATAHDIN NURSING HOME,5,5,5,5,5,4/1/2016
455621,VALLEY GRANDE MANOR,4,2,5,4,4,4/1/2016
365969,ANCHOR LODGE NURSING HOME INC,4,3,5,3,3,4/1/2016
105438,ORCHARD RIDGE,4,4,2,2,2,4/1/2016
315236,SINAI POST ACUTE NURSING AND REHAB CENTER,2,1,5,1,2,4/1/2016
375185,GRACE LIVING CENTER-TAHLEQUAH UNIVERSITY NORTHWEST,5,5,2,4,3,4/1/2016
245293,GOLDEN LIVINGCENTER - HOPKINS,1,1,4,3,3,4/1/2016
555700,THE REHABILITATION CENTRE OF BEVERLY HILLS,3,2,2,4,4,4/1/2016
285057,TABITHA NURSING HOME,4,3,3,5,5,4/1/2016
555791,BROOKDALE NORTHRIDGE,3,2,4,5,5,4/1/2016
65283,WOODRIDGE TERRACE NURSING AND REHABILITATION,2,1,3,4,4,4/1/2016
2.40E+118,THE VILLA AT OSSEO,2,2,4,,,4/1/2016
205100,PRESQUE ISLE REHAB AND NURSING CENTER,4,3,2,5,5,4/1/2016
56489,SERRANO NORTH CONVALESCENT HOSPITAL,3,2,2,4,3,4/1/2016
285082,MATNEY'S COLONIAL MANOR,2,2,3,2,4,4/1/2016
315225,COOPER RIVER WEST,1,1,3,3,3,4/1/2016
105757,WESTMINSTER TOWERS,2,2,1,4,5,4/1/2016
305026,CROTCHED MOUNTAIN REHABILITATION CENTER,1,1,3,,,4/1/2016
3.20E+28,MINERS COLFAX MEDICAL CENTER,5,3,5,5,5,4/1/2016
175473,THE NICOL HOME,3,2,3,5,5,4/1/2016
515112,"REYNOLDS MEMORIAL HOSPITAL, D/P",5,5,5,4,5,4/1/2016
555039,FIRESIDE CONVALESCENT HOSPITAL,4,2,5,5,5,4/1/2016
115045,MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST,4,4,4,3,1,4/1/2016
676389,MATADOR HEALTH AND REHABILITATION CENTER,,,,,,4/1/2016
345167,YADKIN NURSING CARE CENTER,1,2,4,1,2,4/1/2016
395719,RIVERSIDE CARE CENTER,3,3,2,2,2,4/1/2016
105518,QUALITY HEALTH OF ORANGE COUNTY,5,3,5,4,5,4/1/2016
555891,VETERANS HOME OF CALIFORNIA - REDDING,,,,,,4/1/2016
145656,INTEGRITY HC OF GODFREY,1,1,4,1,1,4/1/2016
335583,PROVIDENCE REST INC,3,3,5,1,1,4/1/2016
555090,KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAS,2,2,3,2,2,4/1/2016
235526,BOULDER PARK TERRACE,5,5,3,4,5,4/1/2016
365272,WHETSTONE GARDENS AND CARE CENTER,4,3,4,4,4,4/1/2016
105626,CHAUTAUQUA REHABILITATION AND NURSING CENTER,4,4,3,4,4,4/1/2016
146148,HICKORY POINT CHRISTIAN VILLAGE,4,3,4,5,5,4/1/2016
105232,VILLA MARIA NURSING CENTER,4,3,5,3,3,4/1/2016
215360,MARYLAND BAPTIST AGED HOME,4,3,5,2,4,4/1/2016
165512,MERCY LIVING CENTER NORTH,5,3,5,4,5,4/1/2016
235527,ST JAMES NURSING CENTER,1,1,1,4,4,4/1/2016
165174,CASA DE PAZ HEALTH CARE CENTER,1,1,1,3,4,4/1/2016
525641,ASPIRUS CARE & REHAB-MEDFORD,5,5,5,3,5,4/1/2016
676093,RENAISSANCE VILLA,2,2,4,2,2,4/1/2016
195623,NORTHWEST LOUISIANA WAR VETERANS HOME,5,5,3,,,4/1/2016
335792,NORTHERN MANHATTAN REHAB AND NURSING CENTER,4,4,5,1,2,4/1/2016
105346,AVALON HEALTHCARE CENTER,2,2,1,4,4,4/1/2016
265407,MOBERLY NURSING & REHAB,2,2,3,2,3,4/1/2016
335374,THE PINES AT UTICA CENTER FOR NRSG AND REHAB,2,2,3,3,3,4/1/2016
225710,WINGATE AT SUDBURY REHAB & SKILLED NURS RESIDENCE,1,1,3,3,3,4/1/2016
75321,ST JOSEPHS LIVING CENTER,4,3,2,5,5,4/1/2016
265390,SUNSET HEALTH CARE CENTER,2,2,3,2,4,4/1/2016
375314,MUSCOGEE (CREEK) NATION SKILLED NURSING FACILITY,5,5,5,,,4/1/2016
265833,"MANOR GROVE, INCORPORATED",4,3,4,5,5,4/1/2016
515131,SISTERSVILLE CENTER,1,1,2,2,4,4/1/2016
15186,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",4,2,5,4,3,4/1/2016
365742,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,5,3,5,4,4,4/1/2016
365076,BOWLING GREEN CARE CENTER,4,5,1,2,2,4/1/2016
1.40E+258,INTEGRITY HC OF SMITHTON,3,3,5,1,2,4/1/2016
366203,ORRVILLE POINTE,2,2,1,4,3,4/1/2016
335604,BROOKLYN UNITED METHODIST CHURCH HOME,3,4,2,1,2,4/1/2016
315421,ROSE GARDEN NURSING AND REHABILITATION CENTER,5,4,5,4,4,4/1/2016
105802,CROSS LANDINGS HEALTH AND REHABILITATION CENTER,4,3,2,5,5,4/1/2016
425155,LANCASTER CONVALESCENT CENTER,3,3,3,3,3,4/1/2016
425404,SAVANNAH GRACE AT THE PALMS OF MT PLEASANT,3,2,3,4,5,4/1/2016
146167,FOSTER HEALTH & REHAB CENTER,4,3,5,2,3,4/1/2016
175373,LIFE CARE CENTER OF BURLINGTON,5,5,4,3,3,4/1/2016
315054,OUR LADY'S CENTER FOR REHABILITATION & HC,4,3,2,4,4,4/1/2016
35137,LIFESTREAM AT COOK HEALTH CARE,4,3,5,3,2,4/1/2016
315113,ATRIUM POST ACUTE CARE OF LAWRENCEVILLE,2,1,5,1,2,4/1/2016
235041,MACKINAC STRAITS LONG TERM CARE UNIT,5,5,3,4,4,4/1/2016
335048,WILLIAMSBRIDGE MANOR N H,5,5,5,4,4,4/1/2016
175219,GOLDEN LIVINGCENTER - KAW RIVER,3,2,4,4,4,4/1/2016
445380,LIFE CARE CENTER OF HIXSON,5,5,5,4,4,4/1/2016
155319,CLINTON GARDENS,5,4,5,4,4,4/1/2016
365339,DARLINGTON NURSING & REHAB CEN,2,2,3,2,2,4/1/2016
155800,LUTHERAN LIFE VILLAGES,5,5,5,5,5,4/1/2016
375409,CORN HERITAGE VILLAGE,3,4,1,4,3,4/1/2016
245437,ELIM HOME - WATERTOWN,4,4,4,4,4,4/1/2016
56168,GRANADA HILLS CONVALESCENT,5,4,5,2,1,4/1/2016
345544,ASBURY CARE CENTER,4,4,3,4,4,4/1/2016
115523,ROBERTA HEALTH AND REHAB,2,3,4,1,1,4/1/2016
676033,TOWN HALL ESTATES,5,5,3,4,3,4/1/2016
455675,PLUM CREEK HEALTH CARE CENTER,1,1,2,3,3,4/1/2016
115358,TREUTLEN COUNTY HEALTH AND REHABILITATION,5,5,4,3,3,4/1/2016
445245,KINDRED NURSING AND REHABILITATION-MARYVILLE,2,1,4,4,4,4/1/2016
16A002,IOWA VETERANS HOME,5,3,5,5,5,4/1/2016
235013,FAIRVIEW NURSING AND REHABILITATION COMMUNITY,4,4,4,3,4,4/1/2016
366242,SUNSET VILLAGE,3,3,1,5,5,4/1/2016
245419,TWIN VALLEY LIVING CENTER,4,3,2,4,4,4/1/2016
235538,RIDGECREST HEALTH CAMPUS,2,1,5,4,4,4/1/2016
255323,GREENBRIAR NURSING CENTER,4,3,4,4,4,4/1/2016
505400,ENUMCLAW HEALTH & REHAB CENTER,2,2,2,2,3,4/1/2016
45173,SILVER OAKS HEALTH AND REHABILITATION,5,4,5,4,3,4/1/2016
115672,PRUITTHEALTH - AUGUSTA HILLS,1,1,2,3,2,4/1/2016
235014,ADVANTAGE LIVING CENTER - REDFORD,5,4,5,3,2,4/1/2016
185410,RIVER'S BEND RETIREMENT COMMUNITY,3,2,2,4,4,4/1/2016
45148,"CAVE CITY NURSING HOME, INC",3,2,2,4,3,4/1/2016
106080,VILLA MARIA WEST SKILLED NURSING FACILITY,4,4,4,4,4,4/1/2016
675991,PARK MANOR OF HUMBLE,2,1,2,4,3,4/1/2016
455726,RETAMA MANOR NURSING CENTER/VICTORIA SOUTH,2,3,4,1,1,4/1/2016
235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,5,4,3,5,5,4/1/2016
676349,ACCEL AT WILLOW BEND,5,5,5,4,4,4/1/2016
265591,PARKDALE MANOR CARE CENTER,5,3,5,4,4,4/1/2016
435071,BETHESDA HOME,4,3,3,5,5,4/1/2016
315254,ALARIS HEALTH AT BOULEVARD EAST,5,5,5,5,5,4/1/2016
235624,PORTAGEPOINTE,5,4,5,5,5,4/1/2016
525574,BREWSTER VILLAGE,5,4,4,5,5,4/1/2016
365927,REGINA HEALTH CENTER,3,3,4,3,4,4/1/2016
555365,PALM TERRACE CARE CENTER,4,2,5,4,3,4/1/2016
265751,"RIVERVIEW, THE",4,3,3,4,4,4/1/2016
15168,LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE,5,5,3,4,3,4/1/2016
495184,WOODHAVEN HALL AT WILLIAMSBURG LANDING,5,5,5,,,4/1/2016
105995,HARBORCHASE OF NAPLES,3,2,2,5,5,4/1/2016
155674,ST CHARLES HEALTH CAMPUS,3,3,3,3,4,4/1/2016
395228,CHARLES COLE MEMORIAL HOSPITAL,5,3,5,5,5,4/1/2016
265801,KATY MANOR,5,5,5,3,3,4/1/2016
435033,WESTHILLS VILLAGE HEALTH CARE FACILITY,4,3,4,4,5,4/1/2016
165279,MONTICELLO NURSING & REHAB CEN,5,5,5,3,3,4/1/2016
235175,MEDILODGE OF FRANKENMUTH,1,1,2,2,4,4/1/2016
245492,RICHFIELD HEALTH CENTER,4,3,2,4,4,4/1/2016
105178,HERITAGE HEALTHCARE & REHABILITATION CENTER,5,3,5,4,4,4/1/2016
465169,THATCHER BROOK REHABILITATION & CARE,5,4,5,,,4/1/2016
375385,PARKLAND MANOR LIVING CENTER,5,3,5,4,3,4/1/2016
475040,GREEN MOUNTAIN NURSING AND REHABILITATION,4,2,5,4,4,4/1/2016
215031,LONG GREEN CENTER,1,1,3,1,2,4/1/2016
155162,AUTUMN RIDGE REHABILITATION CENTRE,5,4,5,3,4,4/1/2016
305052,"RIDGEWOOD CENTER, GENESIS HEALTHCARE",4,4,2,3,3,4/1/2016
115642,AZALEA HEALTH AND REHABILITATION,4,3,4,4,3,4/1/2016
75185,CASSENA CARE AT NEW BRITAIN,2,2,2,3,3,4/1/2016
185358,SIGNATURE HEALTHCARE OF TRIMBLE COUNTY,3,3,4,2,2,4/1/2016
56198,KIT CARSON NURSING & REHABILITATION CENTER,1,1,1,4,4,4/1/2016
335214,"EASTCHESTER REHAB AND HEALTH CARE CENTER, L L C",4,4,3,3,3,4/1/2016
525369,WAUSAU MANOR,5,4,5,4,5,4/1/2016
55685,BRIGHTON PLACE SPRING VALLEY,4,2,5,4,4,4/1/2016
185467,CARDINAL HILL REHABILITATION HOSPITAL,4,4,2,4,4,4/1/2016
375171,VILLAGE HEALTH CARE CENTER,2,2,3,2,1,4/1/2016
155378,SIGNATURE HEALTHCARE AT PARKWOOD,1,1,3,2,4,4/1/2016
146051,BARRY COMMUNITY CARE CENTER,5,5,4,3,2,4/1/2016
555702,BAKERSFIELD HEALTHCARE CENTER,2,1,3,4,4,4/1/2016
165437,MAPLE CREST MANOR,3,3,3,3,3,4/1/2016
315381,SUMMER HILL NURSING HOME,4,3,5,2,3,4/1/2016
366178,WIDOWS HOME OF DAYTON,2,1,5,1,1,4/1/2016
355084,LUTHERAN SUNSET HOME,4,4,2,4,4,4/1/2016
75213,GOLDEN HILL REHAB PAVILION,2,2,4,3,3,4/1/2016
255141,COVENANT HEALTH & REHAB OF PICAYUNE,3,2,3,4,4,4/1/2016
675596,MONTE SIESTA NURSING AND REHABILITATION LP,1,2,2,1,1,4/1/2016
75367,MEADOWBROOK OF GRANBY,5,3,5,4,4,4/1/2016
56037,PACIFIC HILLS MANOR,3,2,5,3,4,4/1/2016
345412,BRANTWOOD NH & RETIREMENT CENT,1,1,4,1,2,4/1/2016
555866,SIERRA VISTA HEALTHCARE,5,5,4,,,4/1/2016
145489,PIPER CITY REHAB & LIVING CENTER,2,2,1,4,4,4/1/2016
375258,"SPIRO NURSING HOME, INC.",4,4,2,2,1,4/1/2016
305057,COURVILLE AT MANCHESTER,4,4,4,4,5,4/1/2016
365749,LAKEWOOD HOSPITAL SKILLED NURS,5,5,4,5,5,4/1/2016
55136,BERKLEY WEST CONV HOSP,5,5,4,4,4,4/1/2016
525693,BROWN CTY COMM TREATMENT CTR-BAYSHORE VILLAGE,4,4,4,4,4,4/1/2016
06A050,COURTYARD CARE CENTER,2,1,2,5,5,4/1/2016
495152,HERITAGE HALL TAZEWELL,2,3,2,1,1,4/1/2016
235402,THE VILLA AT GREAT LAKES CROSSING,4,3,5,3,2,4/1/2016
465117,SOUTH OGDEN POST ACUTE,5,4,5,4,5,4/1/2016
395507,ELM TERRACE GARDENS,5,5,2,3,4,4/1/2016
555786,SANTA MONICA CONV CTR I,5,4,5,3,2,4/1/2016
195537,CARE CENTER THE,3,3,3,3,3,4/1/2016
366397,STERLING TRANSITIONAL SUITES,3,3,1,5,5,4/1/2016
165374,MILL VALLEY CARE CENTER,5,4,5,2,3,4/1/2016
215268,PLEASANT VIEW NSG HOME,3,3,2,2,1,4/1/2016
445457,MADISONVILLE HEALTH AND REHAB CENTER,3,3,4,3,3,4/1/2016
345177,MANOR CARE HEALTH SVCS PINEHURST,3,2,5,2,3,4/1/2016
145247,DOCTORS NURSING AND REHAB CENTER,3,4,1,2,3,4/1/2016
165295,MONTEZUMA SPECIALTY CARE,5,5,5,3,5,4/1/2016
155677,BELL TRACE HEALTH AND LIVING CENTER,4,3,3,4,5,4/1/2016
105854,WESTMINSTER OAKS,5,5,3,4,4,4/1/2016
235016,HEARTLAND HEALTH CARE CENTER-JACKSON,2,1,4,4,5,4/1/2016
515124,PENDLETON MANOR INC,4,4,3,4,4,4/1/2016
115713,PALEMON GASKINS MEM NSG HOME,2,2,1,4,4,4/1/2016
525292,MONROE MANOR NURSING AND REHAB,2,1,4,4,5,4/1/2016
495410,ARLEIGH BURKE PAVILION,5,4,5,4,3,4/1/2016
295079,MOUNTAIN VIEW HEALTH & REHAB,1,1,2,2,4,4/1/2016
265643,VILLAGE CARE CENTER INC,3,2,3,4,3,4/1/2016
285202,GOOD SAMARITAN SOCIETY - RAVENNA,3,2,4,4,5,4/1/2016
396115,WYNDMOOR HILLS HEALTH CARE & REHAB CENTER,4,2,5,4,4,4/1/2016
525402,WILLOW RIDGE HEALTHCARE,3,2,5,3,2,4/1/2016
155389,WESTPARK A WATERS COMMUNITY,4,3,3,4,3,4/1/2016
215096,MULTI-MEDICAL CENTER,4,3,4,4,5,4/1/2016
27A052,MONTANA MENTAL HEALTH NURSING HOME,5,4,5,5,5,4/1/2016
146085,A MERKLE C KNIPPRATH N H,3,3,2,2,3,4/1/2016
345466,WILLOWBROOK REHABILITATION AND CARE CENTER,2,2,4,2,3,4/1/2016
15201,"GENERATIONS OF RED BAY, LLC",4,2,5,5,5,4/1/2016
285261,PARKVIEW HAVEN NURSING HOME,4,4,4,4,4,4/1/2016
56378,REGENCY OAKS POST ACUTE CARE CENTER,3,2,5,3,2,4/1/2016
56423,PROVIDENCE VALLEY CARE CENTER,4,3,5,3,1,4/1/2016
15E683,MORGANTOWN HEALTH CARE,,,,,,4/1/2016
345281,STANLY MANOR,3,3,4,3,3,4/1/2016
675253,AZALEA TRAIL NURSING AND REHABILITATION CENTER,3,4,1,2,2,4/1/2016
525637,CORNELL AREA CARE CENTER,5,4,5,3,5,4/1/2016
555221,SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,3,2,2,5,5,4/1/2016
105632,HARTS HARBOR HEALTH CARE CENTER,4,3,2,4,3,4/1/2016
255266,BRANDON COURT,3,3,3,3,3,4/1/2016
165158,WESTRIDGE QUALITY CARE & REHAB,5,5,3,4,4,4/1/2016
145706,"WHITEHALL NORTH, THE",5,4,5,5,5,4/1/2016
295067,ORMSBY POST ACUTE REHAB,2,2,2,3,3,4/1/2016
155338,MANORCARE HEALTH SERVICES - PRESTWICK,2,2,2,3,4,4/1/2016
205098,HAWTHORNE HOUSE,5,4,3,5,5,4/1/2016
115004,MAGNOLIA MANOR METHODIST NSG C,2,2,2,3,3,4/1/2016
365786,VILLA GEORGETOWN SKILLED NURSING & REHAB CENTER,5,4,5,4,4,4/1/2016
365514,HEARTLAND OF SPRINGFIELD,3,4,4,1,2,4/1/2016
385107,TIMBERVIEW CARE CENTER,4,4,4,4,4,4/1/2016
505354,PROVIDENCE ST JOSEPH HOSPITAL,2,2,4,3,5,4/1/2016
445228,LIFE CARE CENTER OF GREENEVILLE,4,4,4,4,5,4/1/2016
265208,VILLA MARIE-A STONEBRIDGE COMMUNITY,4,3,2,4,4,4/1/2016
505484,NORTHWOODS LODGE,5,5,4,5,5,4/1/2016
265384,GOLDEN LIVINGCENTER-MALDEN,5,4,5,4,4,4/1/2016
305063,PRESIDENTIAL OAKS,2,1,3,5,5,4/1/2016
495309,ENVOY OF THORNTON HALL,2,1,5,3,3,4/1/2016
395666,MANORCARE HEALTH SERVICES-NORTHSIDE,2,2,4,3,5,4/1/2016
105687,PARKWAY HEALTH & REHABILITATION CENTER,1,1,3,3,2,4/1/2016
675366,MAGNIFIED NURSING AND REHABILITATION LP,1,1,1,2,2,4/1/2016
1.70E+12,WICHITA COUNTY HEALTH CENTER LTCU,4,3,3,5,5,4/1/2016
505498,TOUCHMARK ON SOUTH HILL NURSING,5,4,5,5,5,4/1/2016
15160,SYLACAUGA HEALTH AND REHAB SERVICES,4,2,5,5,5,4/1/2016
465086,MOUNTAIN VIEW HEALTH SERVICES,1,1,4,3,4,4/1/2016
366140,ADENA HEALTH AND REHABILITATION CENTER,1,2,1,2,3,4/1/2016
115645,GWINNETT EXTENDED CARE CENTER,5,4,5,4,4,4/1/2016
105452,ENGLEWOOD HEALTHCARE AND REHAB,3,3,4,3,2,4/1/2016
265823,"CRESTWOOD HEALTH CARE CENTER, LLC",4,3,5,3,2,4/1/2016
285284,AVERA CREIGHTON CARE CENTRE,5,4,3,5,5,4/1/2016
175507,BETHANY HOME ASSOCIATION,4,4,3,4,4,4/1/2016
145160,CAPITOL HEALTHCARE AND REHAB CENTER,1,1,3,1,1,4/1/2016
395512,MANORCARE HEALTH SERVICES-SUNBURY,1,1,4,2,3,4/1/2016
55417,SAYLOR LANE HEALTHCARE CENTER,5,5,5,3,1,4/1/2016
335601,THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS,3,3,3,3,3,4/1/2016
155637,CROWN POINT CHRISTIAN VILLAGE,3,2,2,4,4,4/1/2016
215215,AUTUMN LAKE HEALTHCARE AT ALICE MANOR,3,2,3,4,4,4/1/2016
285117,GOLDEN LIVINGCENTER - VALHAVEN,1,1,4,2,3,4/1/2016
675900,AVALON PLACE TRINITY,2,2,4,2,2,4/1/2016
175126,VALLEY VIEW SENIOR LIFE,3,2,4,4,4,4/1/2016
235476,RIVERVIEW HEALTH AND REHAB CENTER NORTH,2,2,4,2,1,4/1/2016
75331,WILLOWS REHABILITATION & NURSING CENTER,5,4,5,4,4,4/1/2016
145624,FLORA GARDENS CARE CENTER,1,1,1,3,5,4/1/2016
395677,SARAH A TODD MEMORIAL HOME,4,2,5,4,4,4/1/2016
315136,MERIDIAN NURSING & REHAB AT SHREWSBURY,5,5,5,4,5,4/1/2016
366417,FOUR SEASONS OF WASHINGTON NURSING AND REHAB,3,4,1,4,4,4/1/2016
335429,ADIRONDACK TRI COUNTY NURSING & REHABILITATION CTR,2,2,4,3,5,4/1/2016
265846,SHADY LAWN LIVING CENTER,2,2,1,4,4,4/1/2016
525535,"AUGUSTA AREA HOME, INC",5,4,5,4,5,4/1/2016
345428,THE LAURELS OF SALISBURY,4,4,3,3,3,4/1/2016
225758,VIBRA NURSING & REHABILITATION CTR OF WESTERN MASS,4,3,3,4,4,4/1/2016
505289,"MANOR CARE OF TACOMA WA, LLC",4,4,3,2,4,4/1/2016
365875,CRESTMONT NORTH NURSING HOME,3,3,2,3,3,4/1/2016
75423,DAVIS PLACE,4,3,4,4,4,4/1/2016
415008,GREENWOOD CENTER,4,4,2,4,5,4/1/2016
335869,NORTHERN WESTCHESTER HOSPITAL T C U,5,4,5,5,5,4/1/2016
396121,MILLCREEK COMMUNITY HOSPITAL TRANSITIONAL CARE,4,4,1,5,5,4/1/2016
175487,HOMESTEAD HEALTH CENTER,4,3,4,4,3,4/1/2016
56073,SACRAMENTO POST-ACUTE,3,3,1,4,4,4/1/2016
155785,WEST RIVER HEALTH CAMPUS,5,3,5,4,5,4/1/2016
17E611,CANEY NURSING CENTER,2,1,4,4,4,4/1/2016
105809,GOOD SAMARITAN CENTER,3,3,3,3,2,4/1/2016
415080,BAYBERRY COMMONS,4,4,4,3,4,4/1/2016
56365,CALIMESA POST ACUTE,5,4,5,3,2,4/1/2016
145429,ALDEN WENTWORTH REHAB & HCC,1,2,4,1,1,4/1/2016
415105,WOODPECKER HILL HEALTH CENTER,5,5,5,4,5,4/1/2016
17E531,KEARNY COUNTY HOSPITAL LTCU,2,2,1,4,4,4/1/2016
55182,LEMON GROVE CARE AND REHAB CENTER,4,2,5,4,4,4/1/2016
345196,MOUNTAIN VISTA HEALTH PARK,5,4,5,4,4,4/1/2016
395493,JULIA RIBAUDO EXTENDED CARE CENTER,1,1,4,1,2,4/1/2016
675788,OAK MANOR NURSING AND REHABILITATION LP,3,4,2,1,1,4/1/2016
365303,LIMA MANOR,3,3,2,3,3,4/1/2016
115668,PRUITTHEALTH - SUNRISE,5,5,2,2,2,4/1/2016
235069,PINECREST MEDICAL CARE FACILITY,3,3,1,4,3,4/1/2016
56407,ALL SAINTS HEALTHCARE SUBACUTE,3,2,4,5,5,4/1/2016
235506,SHELBY NURSING CENTER,4,3,5,3,3,4/1/2016
105803,HIALEAH NURSING AND REHABILITATION CENTER,4,3,4,4,5,4/1/2016
35146,LIFE CARE CENTER OF PARADISE VALLEY,2,1,5,4,4,4/1/2016
375339,EDWARDS REDEEMER HEALTH & REHAB,1,1,4,1,1,4/1/2016
265504,"CURRENT RIVER NURSING CENTER, INC",1,1,1,3,2,4/1/2016
395821,LITTLE FLOWER MANOR,5,5,3,4,5,4/1/2016
265679,PLEASANT VALLEY MANOR CARE CENTER,2,2,4,3,2,4/1/2016
335072,ST JOSEPHS HOSP  S N F,2,1,2,4,4,4/1/2016
425383,GHS GREENVILLE  MEDICAL CENTER SUBACUTE UNIT,3,3,1,5,5,4/1/2016
205063,CLOVER MANOR,4,3,4,4,5,4/1/2016
45176,THE WOODS OF MONTICELLO HEALTH AND REHABILITATION,3,3,4,3,2,4/1/2016
165219,LAURENS CARE CENTER,5,4,5,4,4,4/1/2016
45288,CHENAL REHABILITATION AND HEALTHCARE CENTER,1,1,4,2,2,4/1/2016
235298,FATHER MURRAY NURSING AND REHABILITATION CENTRE,1,1,3,3,1,4/1/2016
245431,FIELD CREST CARE CENTER,5,3,5,4,5,4/1/2016
315192,ALARIS HEALTH AT KEARNY,5,3,5,4,5,4/1/2016
145476,OREGON LIVING AND REHABILITATION CENTER,3,3,2,3,3,4/1/2016
395556,SHENANDOAH MANOR NURSING CENTE,2,1,5,3,3,4/1/2016
106074,KEYSTONE REHABILITATION AND HEALTH CENTER,1,1,3,1,1,4/1/2016
555426,GOLDEN CROSS HEALTH CARE OF FRESNO,5,5,2,3,2,4/1/2016
555660,SAN FRANCISCO GENERAL HOSPITAL D/P SNF,5,4,5,,,4/1/2016
245486,PERHAM LIVING,5,5,5,4,4,4/1/2016
365315,HEARTLAND VICTORIAN VILLAGE,1,1,2,3,3,4/1/2016
335078,FIELD HOME - HOLY COMFORTER,5,5,5,3,3,4/1/2016
345083,WHITE OAK MANOR - RUTHERFORDTO,5,5,2,4,4,4/1/2016
225763,PALMER HEALTHCARE CENTER,1,1,3,2,4,4/1/2016
345436,WELLINGTON REHABILITATION AND HEALTHCARE,2,2,2,3,3,4/1/2016
555522,COMM. HOSP. OF SAN BERNARDINO DP SNF,3,2,4,4,3,4/1/2016
445033,NASHVILLE COMMUNITY CARE & REHABILITATION AT BORDE,1,1,1,3,3,4/1/2016
15143,FOREST MANOR INC,4,4,2,4,4,4/1/2016
75436,TOUCHPOINTS AT CHESTNUT,4,2,5,4,5,4/1/2016
225687,HILLCREST COMMONS NURSING & REHABILITATION CENTER,3,2,4,4,5,4/1/2016
675541,SENIOR REHABILITATION & SKILLED NURSING CENTER,1,2,3,1,1,4/1/2016
45303,"CRESTPARK STUTTGART, LLC",4,3,3,5,5,4/1/2016
345222,AUTUMN CARE OF DREXEL,2,1,3,4,4,4/1/2016
65411,COTTONWOOD INN REHAB AND EXTENDED CARE CENTER,5,5,4,5,5,4/1/2016
395251,MANORCARE HEALTH SERVICES-SHADYSIDE,3,3,3,2,3,4/1/2016
15204,GOODWATER HEALTHCARE CENTER,4,4,3,4,4,4/1/2016
676246,RIVERSIDE NURSING & REHAB CENTER,3,4,4,1,2,4/1/2016
505455,JUDSON PARK HEALTH CENTER,2,1,5,3,5,4/1/2016
335566,MAPLEWOOD HEALTH CARE AND REHABILITATION CENTER,3,2,2,4,4,4/1/2016
105791,DELANEY PARK HEALTH AND REHABILITATION CENTER,5,4,5,3,3,4/1/2016
215315,SANCTUARY AT HOLY CROSS,5,4,5,3,4,4/1/2016
175191,STONEYBROOK RETIREMENT COMMUNITY,4,3,3,4,4,4/1/2016
555337,MANORCARE  HEALTH SERVICES (CITRUS HEIGHTS),5,3,5,4,5,4/1/2016
195516,CAMELOT LEISURE LIVING,2,3,3,1,2,4/1/2016
43A075,BENNETT COUNTY HOSPITAL AND NURSING HOME,2,2,1,4,4,4/1/2016
155740,TIMBERCREST CHURCH OF THE BRETHREN HOME,4,4,2,4,4,4/1/2016
55111,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,3,2,3,4,4,4/1/2016
175281,LIFE CARE CENTER OF KANSAS CITY,2,1,5,2,2,4/1/2016
155814,BROOKE KNOLL VILLAGE,5,4,2,5,5,4/1/2016
365996,SWAN CREEK HEALTH CARE CENTER,5,5,4,5,5,4/1/2016
395680,KUTZTOWN MANOR,5,4,5,2,2,4/1/2016
365991,ORANGE VILLAGE CARE CENTER,1,2,3,1,2,4/1/2016
245187,TEXAS TERRACE CARE CENTER,1,1,2,3,4,4/1/2016
425081,SALUDA NURSING CENTER,4,3,4,4,5,4/1/2016
235468,LAKESHORE HEALTHCARE SKILLED NURSING & SPECIALTY C,2,1,5,1,1,4/1/2016
525706,"CHRISTIAN COMMUNITY HOME OF OSCEOLA, INC",3,2,5,3,5,4/1/2016
155794,STRATFORD RETIREMENT LLC,4,2,5,4,4,4/1/2016
366189,VANCREST OF DELPHOS,5,5,4,3,3,4/1/2016
205066,FRYEBURG HEALTH CARE CENTER,4,3,4,4,4,4/1/2016
115413,JEFFERSONVILLE HEALTH & REHAB,1,1,1,1,1,4/1/2016
